,ds,ticker,open,high,low,close,volume,SMA,EMA,RSI,MACD,%K,%D
0,2024-09-19,MSFT,437.9421630848395,438.2101402616237,433.64441133789575,435.4210815429688,21706600,,435.4210815429688,,0.0,,
1,2024-09-20,MSFT,433.962001220441,435.9669380311288,430.9843560989312,432.0265197753906,55167100,,435.0977899460566,0.0,-0.27079125211446353,,
2,2024-09-23,MSFT,431.04394501505726,433.2076933933247,427.182947247431,430.2796936035156,15128900,,434.63892362771935,0.0,-0.6192116570589405,,
3,2024-09-24,MSFT,429.7734624718136,430.1208604741096,422.9248844858402,425.9720153808594,17015800,,433.8135037946851,0.0,-1.2287665145115625,,
4,2024-09-25,MSFT,426.6270665374025,429.89255926301774,425.3764761475162,428.89007568359375,13396400,,433.3446058793431,23.59529767104415,-1.4595552075738851,,
5,2024-09-26,MSFT,431.847870478453,432.05629715674354,425.9322906223112,428.0960388183594,14492000,,432.8447423497256,22.171750547806937,-1.6870814240650702,,
6,2024-09-27,MSFT,428.30445513024,428.6320130497984,424.2846464096371,424.8305358886719,14896100,,432.08148459153,17.764166244015485,-2.1066126658601547,,
7,2024-09-30,MSFT,425.01914436125503,427.2126981469716,422.20031052363777,427.0935668945313,16807300,,431.6064448108635,27.721643828458852,-2.2307715623448416,,
8,2024-10-01,MSFT,425.257391898111,425.28716713975047,415.6892103822864,417.5552062988281,19092900,,430.2682316192411,18.35440232567953,-3.063520015232598,,
9,2024-10-02,MSFT,419.4310992466512,419.66933146547984,413.6048448503053,414.021728515625,16582300,426.41864624023435,428.7209456093729,16.312471054861817,-3.9629192243861553,,
10,2024-10-03,MSFT,414.5180314477273,416.4237075893507,411.2029231201695,413.4361572265625,13686400,424.22015380859375,427.26525147767666,16.017170621255815,-4.669127491376003,,
11,2024-10-04,MSFT,415.12343452898295,416.6221923109141,411.87781215445386,412.9596862792969,19169700,422.3134704589844,425.9028166968786,15.784663473920261,-5.207224214966118,,
12,2024-10-07,MSFT,412.9001354490418,414.0018496365578,405.95229663138974,406.48828125,20919800,419.9343292236328,424.05381332098534,13.185121674285469,-6.085705818805877,,
13,2024-10-08,MSFT,407.8381438809941,412.5626841012525,405.1285060524599,411.6197509765625,19229300,418.4991027832031,422.8696169072308,23.212659177367826,-6.295274096404,19.621899217737237,
14,2024-10-09,MSFT,412.7611596791307,417.247497795826,411.2127866111198,414.3492431640625,14974300,417.04501953125,422.0581527412148,27.657283236021627,-6.16998748302467,29.900149002324877,
15,2024-10-10,MSFT,412.13589300844654,414.2400908209317,410.0713753239967,412.7413330078125,13848400,415.5095489501953,421.1708365761289,28.74643244155868,-6.129781545029232,27.111991750107894,25.544679990056668
16,2024-10-11,MSFT,413.039091483719,414.0217046730069,410.1706121672714,413.2177429199219,14144900,414.3482696533203,420.4133990850616,30.65489207159432,-5.990421896402665,30.04047690408275,29.017539218838508
17,2024-10-14,MSFT,414.65693738807056,420.8802352901763,414.40880028614094,416.0167541503906,16653100,413.24058837890624,419.99467099604533,38.31273520417086,-5.589687123151805,40.43498427243309,32.52915097554125
18,2024-10-15,MSFT,419.03405871782695,419.3318413994773,412.1656410395698,415.6196899414063,18900200,413.0470367431641,419.57800613369875,33.44067120186942,-5.243695632311301,38.96043254464152,36.47863124038579
19,2024-10-16,MSFT,412.0763232895253,413.25742799200697,407.4212689749873,413.0192260742188,15508900,412.94678649902346,418.95336041374827,31.99811103637211,-5.120306873823665,33.572521848132894,37.655979555069166
20,2024-10-17,MSFT,419.2127339196968,419.3517052370469,412.49319205621896,413.6147766113281,14820000,412.9646484375,418.44492386113683,35.69626027094432,-4.917775389155793,38.42690066519213,36.98661835265551
21,2024-10-18,MSFT,414.0316788587722,416.52295489433874,413.1582313681452,415.0440673828125,17145300,413.17308654785154,418.1210327679631,34.29907775900837,-4.589036353708877,49.18759875676499,40.395673756696674
22,2024-10-21,MSFT,413.01924141063614,415.8380752730999,410.6669065146117,415.659423828125,14206100,414.09020080566404,417.8865938213118,46.78123863321944,-4.230092306325673,66.85562973269984,51.49004305155233
23,2024-10-22,MSFT,415.3715953599656,427.3715026073368,414.9249667270413,424.3244018554688,25482200,415.3606658935547,418.49971839599345,64.89667576240025,-3.2094388390286213,86.30085319507043,67.44802722817842
24,2024-10-23,MSFT,427.6493981928425,427.86776005710016,419.3814831724278,421.4360656738281,19654400,416.06934814453126,418.77937051769203,60.84491915779475,-2.603615346786796,71.71545565232898,74.95731286003308
25,2024-10-24,MSFT,422.1606293643247,422.8058101049405,419.2524696034551,421.5651245117188,13581600,416.95172729492185,419.04468042188506,61.776721614092885,-2.089001189480257,72.28301533508879,76.76644139416273
26,2024-10-25,MSFT,423.5799681906594,429.2970264220679,423.3913815699701,424.9595947265625,16899100,418.12591247558595,419.6080055937591,77.60302085043506,-1.3912232292727822,82.0533833715375,75.35061811965176
27,2024-10-28,MSFT,428.44345209470936,428.72136443906953,423.12337684387694,423.4112243652344,14882400,418.8653594970703,419.9702169053282,69.73417952968889,-0.9521934234124956,73.09440794874502,75.81026888512378
28,2024-10-29,MSFT,424.8107144355948,429.94220298203743,422.6270958434546,428.7312927246094,17644100,420.1765197753906,420.80460507859306,72.14917042422056,-0.1729800776354864,94.62317922938284,83.25699018322179
29,2024-10-30,MSFT,434.1803619383898,435.2324607886903,428.8801572707895,429.3069458007813,29749100,421.8052917480469,421.61435181403954,76.34976389083062,0.4854070349913968,78.69377541386277,82.13712086399688
30,2024-10-31,MSFT,412.2648925685448,413.05894946974416,403.2724064074055,403.3220520019531,53971000,420.77601928710936,419.8722280224123,41.31081401194282,-1.0771633312044742,0.15533638946706624,57.82409701090422
31,2024-11-01,MSFT,405.9622519164769,412.4038816750557,404.46349406157685,407.3121032714844,24230400,420.00282287597656,418.67602566518104,42.51323676245013,-1.9708293193303348,12.639831008686972,30.49631427067227
32,2024-11-04,MSFT,406.7463320541696,407.3617375208185,402.5478716062057,405.4163208007813,19672300,418.9785125732422,417.4131966304763,41.444766513547386,-2.7997658966436347,8.776151900091103,7.190439766081714
33,2024-11-05,MSFT,405.3269805306338,411.8083202953773,405.039133016745,408.3939514160156,17626000,417.3854675292969,416.55422089576575,46.146214054071606,-3.1797796799713183,17.886349365354057,13.100777424710712
34,2024-11-06,MSFT,409.34679574877146,417.3169576302285,407.4609296888858,417.0489501953125,26681800,416.94675598144534,416.60133797191304,52.52257022357937,-2.750847218076501,44.366715176208515,23.676405480551225
35,2024-11-07,MSFT,418.1407873890808,423.66928922885575,416.75122569160607,422.2598571777344,19901800,417.0162292480469,417.1402445629436,55.021387623763,-1.967755447702757,60.30972413779694,40.85426289311984
36,2024-11-08,MSFT,422.1506711385383,423.3218709209174,418.6370415012291,419.3913879394531,16891400,416.45940856933595,417.3546391702302,52.518069753717626,-1.5606212027690276,51.533510913068866,52.06998340902478
37,2024-11-11,MSFT,419.3715448677772,421.6444892164841,412.90014011467326,414.8951721191406,24503300,415.60780334472656,417.12040421298354,43.258566948286045,-1.582529011318627,37.7771323482069,49.8734557996909
38,2024-11-12,MSFT,415.1333664626366,421.27724345465793,414.09120276331856,419.8777465820313,19401200,414.7224487304687,417.3830082481309,48.9182718278692,-1.1841884026146658,53.021547491600565,47.44406358429211
39,2024-11-13,MSFT,418.4981461257373,426.1308158963339,415.09368189625457,422.0316162109375,21502200,413.9949157714844,417.82573281601725,50.31496744416052,-0.6867844977331288,59.61141042939278,50.13669675640008
40,2024-11-14,MSFT,421.83308381585454,424.9794756745813,416.8703416533151,423.7090148925781,30246900,416.0336120605469,418.3860453947373,49.135586320077124,-0.155444398247937,64.74348864605743,59.12548218901693
41,2024-11-15,MSFT,416.691683409749,419.64945830467593,410.5577414665236,411.9075927734375,28247600,416.4931610107422,417.7690499069945,43.03569402880014,-0.6788048380899454,28.636496285679463,50.99713178704322
42,2024-11-18,MSFT,411.7785741197853,415.282268966584,409.0292257942814,412.6619567871094,24727000,417.217724609375,417.28266008605306,39.70234263100296,-1.0209322147890134,30.94450759174212,41.441497507826334
43,2024-11-19,MSFT,410.0316389788728,414.825664526232,408.4832659585283,414.6767883300781,18133500,417.84600830078125,417.03448182357926,40.794406144423405,-1.1166188715695853,51.43088400946429,37.00396262896196
44,2024-11-20,MSFT,413.7636425231655,414.18052617467214,407.52050466835993,412.3939208984375,19191700,417.38050537109376,416.59252364023246,58.13454437389894,-1.3609711314393849,41.7507210766441,41.375370892616836
45,2024-11-21,MSFT,417.2074811714516,417.48594978990576,408.047821251109,410.61370849609375,20780200,416.2158905029297,416.02311267412404,53.082642409833284,-1.678916812932414,34.201992722615174,42.46119926957452
46,2024-11-22,MSFT,409.1219230929671,415.1189688817136,408.81361962204943,414.7211608886719,24814600,415.7488677978516,415.89911726598575,58.34317052574659,-1.5812265797890745,45.904482478714364,40.61906542599121
47,2024-11-25,MSFT,416.09361024787086,418.778836873561,412.582902472389,416.5013732910156,27691100,415.90948791503905,415.95647498265527,57.42903291476791,-1.3446577259451828,48.422596161958694,42.843023787762746
